passge_id	node_id	numChildren	edge_tag	edge_id	edge	composite	simple_adverb	negation	modal_aux	word_count	adjective	discontinuous
49	1.102	1 	D	1.88->1.102	would	0	0	0	1	1		
49	1.115	1 	D	1.114->1.115	together	0	0	0	0	1		
50	1.19	1 	D	1.16->1.19	beginning	0	0	0	0	1		
50	1.51	2 	D	1.47->1.51	[E most] [C scrupulous] 	1	0	0	0	4		
50	1.85	1 	D	1.76->1.85	violently	0	1	0	0	1		
50	1.111	1 	D	1.109->1.111	apparently	0	1	0	0	1		
50	1.138	1 	D	1.135->1.138	unable	0	0	0	0	1		
51	1.9	1 	D	1.8->1.9	extremely	0	1	0	0	1		
51	1.15	1 	D	1.2->1.15	might	0	0	0	1	1		
51	1.36	1 	D	1.28->1.36	n't	0	0	1	0	1		
51	1.63	1 	D	1.59->1.63	new	0	0	0	0	1		
51	1.91	1 	D	1.87->1.91	immense	0	0	0	0	1		
52	1.16	1 	D	1.12->1.16	English	0	0	0	0	1		
52	1.139	1 	D	1.129->1.139	just	0	0	0	0	1		
52	1.143	1 	D	1.120->1.143	successively	0	1	0	0	1		
52	1.200	1 	D	1.195->1.200	ever	0	0	0	0	1		
53	1.18	1 	D	1.16->1.18	can	0	0	0	0	1		
53	1.19	1 	D	1.16->1.19	fully	0	1	0	0	1		
53	1.42	1 	D	1.38->1.42	shrewd	0	0	0	0	1		
53	1.46	1 	D	1.45->1.46	No	0	0	1	0	1		
53	1.60	1 	D	1.59->1.60	no	0	0	1	0	1		
53	1.82	1 	D	1.72->1.82	made	0	0	0	0	1		
53	1.83	1 	D	1.72->1.83	2,000	0	0	0	0	1		
53	1.84	1 	D	1.72->1.84	Atlantic	0	0	0	0	1		
53	1.86	1 	D	1.87->1.86	without	0	0	0	0	1		
53	1.86	1 	D	1.94->1.86	without	0	0	0	0	1		
53	1.123	1 	D	1.122->1.123	strong	0	0	0	0	1		
53	1.131	1 	D	1.129->1.131	still	0	0	0	0	1		
53	1.145	1 	D	1.143->1.145	can	0	0	0	0	1		
54	1.74	3 	D	1.64->1.74	[R with] [E perfect] [C steadiness] 	1	0	0	0	6		
55	1.33	1 	D	1.2->1.33	occurred	0	0	0	0	1		
55	1.37	1 	D	1.35->1.37	scarcely	0	1	0	0	1		
55	1.39	3 	D	1.35->1.39	[F on] [E the] [C whole] 	1	0	0	0	6		
56	1.7	1 	D	1.2->1.7	n't	0	0	1	0	1		
56	1.51	1 	D	1.46->1.51	would	0	0	0	1	1		
56	1.60	5 	D	1.59->1.60	had it not been for	0	0	1	0	5		
57	1.10	1 	D	1.5->1.10	quite	0	0	0	0	1		
57	1.18	1 	D	1.14->1.18	hastened	0	0	0	0	1		
57	1.27	1 	D	1.23->1.27	could	0	0	0	1	1		
57	1.29	1 	D	1.23->1.29	no	0	0	1	0	1		
57	1.30	1 	D	1.23->1.30	immediate	0	0	0	0	1		
57	1.48	1 	D	1.44->1.48	could	0	0	0	1	1		
57	1.53	3 	D	1.44->1.53	[R with] [C impunity] [U .] 	1	0	0	0	6		
58	1.55	1 	D	1.49->1.55	n't	0	0	1	0	1		
58	1.66	1 	D	1.62->1.66	would	0	0	0	1	1		
58	1.69	1 	D	1.62->1.69	abruptly	0	1	0	0	1		
59	1.61	1 	D	1.55->1.61	could	0	0	0	1	1		
59	1.62	1 	D	1.55->1.62	not	0	0	1	0	1		
59	1.74	1 	D	1.68->1.74	half	0	0	0	0	1		
59	1.82	2 	D	1.77->1.82	no choice	0	0	1	0	2		
60	1.7	1 	D	1.2->1.7	proceeded	0	0	0	0	1		
60	1.26	1 	D	1.24->1.26	could	0	0	0	1	1		
60	1.27	1 	D	1.24->1.27	n't	0	0	1	0	1		
60	1.75	2 	D	1.64->1.75	[E so] [C perfectly] 	1	0	0	0	4		
60	1.84	1 	D	1.80->1.84	could	0	0	0	1	1		
60	1.99	1 	D	1.97->1.99	must	0	0	0	0	1		
60	1.110	1 	D	1.108->1.110	uncommon	0	0	0	0	1		
60	1.143	1 	D	1.138->1.143	needed	0	0	0	0	1		
61	1.20	2 	D	1.14->1.20	all over	0	0	0	0	2		
61	1.59	2 	D	1.54->1.59	had to	0	0	0	0	2		
61	1.111	1 	D	1.110->1.111	supposedly	0	1	0	0	1		
62	1.35	1 	D	1.23->1.35	become	0	0	0	0	1		
62	1.36	3 	D	1.23->1.36	[C more] [N and] [C more] 	1	0	0	0	6		
62	1.50	2 	D	1.48->1.50	straight out	0	0	0	0	2		
62	1.55	3 	D	1.51->1.55	[R at] [E all] [C cost] 	1	0	0	0	6		
passge_id	node_id	numChildren	edge_tag	edge_id	edge	composite	simple_adverb	negation	modal_aux	word_count	adjective	discontinuous
286	1.140	1 	D	1.130->1.140	busy	0	0	0	0	1		
287	1.5	1 	D	1.2->1.5	perfectly	0	1	0	0	1		
287	1.26	1 	D	1.25->1.26	how	0	0	0	0	1		
287	1.29	1 	D	1.25->1.29	not	0	0	1	0	1		
287	1.63	1 	D	1.62->1.63	Finding	0	0	0	0	1		
288	1.43	2 	D	1.42->1.43	not quite	0	0	1	0	2		
288	1.47	1 	D	1.20->1.47	completely	0	1	0	0	1		
288	1.68	1 	D	1.67->1.68	how	0	0	0	0	1		
288	1.69	1 	D	1.67->1.69	could	0	0	0	1	1		
290	1.5	1 	D	1.4->1.5	only	0	1	0	0	1		
290	1.6	1 	D	1.4->1.6	two	0	0	0	0	1		
290	1.7	1 	D	1.4->1.7	possible	0	0	0	0	1		
290	1.43	1 	D	1.38->1.43	colossal	0	0	0	0	1		
290	1.64	1 	D	1.55->1.64	tremendous	0	0	0	0	1		
290	1.65	1 	D	1.55->1.65	motor	0	0	0	0	1		
291	1.12	1 	D	1.5->1.12	completely	0	1	0	0	1		
291	1.17	1 	D	1.15->1.17	could	0	0	0	1	1		
291	1.18	1 	D	1.15->1.18	n't	0	0	1	0	1		
291	1.53	2 	D	1.39->1.53	[C less] [R than] 	1	0	0	0	4		
291	1.71	1 	D	1.69->1.71	could	0	0	0	1	1		
292	1.7	1 	D	1.2->1.7	could	0	0	0	1	1		
292	1.67	1 	D	1.63->1.67	could	0	0	0	1	1		
292	1.105	2 	D	1.103->1.105	[R in] [C turn] 	1	0	0	0	4		
292	1.108	1 	D	1.103->1.108	will	0	0	0	0	1		
292	1.126	1 	D	1.123->1.126	will	0	0	0	0	1		
293	1.20	1 	D	1.19->1.20	formal	0	0	0	0	1		
293	1.34	1 	D	1.30->1.34	public	0	0	0	0	1		
293	1.42	1 	D	1.40->1.42	transoceanic	0	0	0	0	1		
293	1.57	1 	D	1.47->1.57	could	0	0	0	1	1		
293	1.58	1 	D	1.47->1.58	not	0	0	1	0	1		
293	1.65	1 	D	1.64->1.65	how	0	0	0	0	1		
293	1.66	1 	D	1.64->1.66	could	0	0	0	1	1		
293	1.80	1 	D	1.78->1.80	public	0	0	0	0	1		
293	1.94	1 	D	1.83->1.94	would	0	0	0	1	1		
293	1.97	1 	D	1.83->1.97	enough	0	0	1	0	1		
293	1.120	1 	D	1.111->1.120	constant	0	0	0	0	1		
294	1.49	1 	D	1.37->1.49	ultimately	0	1	0	0	1		
295	1.8	1 	D	1.3->1.8	again	0	0	0	0	1		
295	1.33	1 	D	1.27->1.33	got	0	0	0	0	1		
296	1.14	2 	D	1.10->1.14	[C did me the honor] [R of] 	1	0	1	0	7		
296	1.53	1 	D	1.51->1.53	Well	0	0	0	0	1		
296	1.99	1 	D	1.97->1.99	could	0	0	0	1	1		
296	1.123	1 	D	1.121->1.123	no	0	0	1	0	1		
296	1.136	2 	D	1.128->1.136	had to	0	0	0	0	2		
296	1.138	2 	D	1.128->1.138	straight out	0	0	0	0	2		
296	1.173	3 	D	1.167->1.173	no matter what	0	0	1	0	3		
297	1.9	1 	D	1.7->1.9	could	0	0	0	1	1		
297	1.10	1 	D	1.7->1.10	no	0	0	1	0	1		
297	1.11	1 	D	1.7->1.11	longer	0	0	0	0	1		
297	1.16	1 	D	1.14->1.16	let	0	0	0	0	1		
298	1.20	3 	D	1.13->1.20	[C one] [R by] [C one] 	1	0	0	0	6		
298	1.28	1 	D	1.25->1.28	forced	0	0	0	0	1		
298	1.50	1 	D	1.49->1.50	extremely	0	1	0	0	1		
299	1.18	1 	D	1.7->1.18	totally	0	1	0	0	1		
299	1.30	1 	D	1.24->1.30	able	0	0	0	0	1		
299	1.90	1 	D	1.87->1.90	almost	0	0	0	0	1		
299	1.91	1 	D	1.87->1.91	beyond	0	0	0	0	1		
300	1.22	1 	D	1.9->1.22	can	0	0	0	0	1		
301	1.27	1 	D	1.24->1.27	not	0	0	1	0	1		
302	1.11	1 	D	1.8->1.11	not	0	0	1	0	1		
302	1.23	1 	D	1.21->1.23	still	0	0	0	0	1		
302	1.35	1 	D	1.32->1.35	more	0	0	0	0	1		
302	1.69	1 	D	1.65->1.69	basically	0	1	0	0	1		
302	1.70	3 	D	1.65->1.70	[E cast] [U -] [C iron] 	1	0	0	0	6		
302	1.113	1 	D	1.94->1.113	can	0	0	0	0	1		
302	1.124	4 	D	1.94->1.124	[R for] [E long] [C intervals] [U .] 	1	0	0	0	8		
303	1.27	1 	D	1.25->1.27	must	0	0	0	0	1		
303	1.42	1 	D	1.40->1.42	already	0	0	0	0	1		
303	1.52	3 	D	1.46->1.52	[E would] [F be] [C inclined] 	1	0	0	0	6		
304	1.19	1 	D	1.7->1.19	often	0	0	0	0	1		
304	1.20	1 	D	1.7->1.20	reaches	0	0	0	0	1		
304	1.83	1 	D	1.81->1.83	would	0	0	0	1	1		
305	1.85	3 	D	1.79->1.85	[R with] [E invariable] [C success] 	1	0	0	0	6		
305	1.102	1 	D	1.100->1.102	difficulty	0	0	0	0	1		
305	1.116	2 	D	1.111->1.116	[C clean] [E [C* vessels] [R through] ] 	1	0	0	0	7		
306	1.18	2 	D	1.12->1.18	[E ten] [C times] 	1	0	0	0	4		
306	1.29	2 	D	1.25->1.29	[E [E ten] [C times] ] [C more] 	1	0	0	0	7		
306	1.70	1 	D	1.67->1.70	just	0	0	0	0	1		
307	1.12	1 	D	1.10->1.12	becomes	0	0	0	0	1		
307	1.13	1 	D	1.10->1.13	more	0	0	0	0	1		
307	1.26	1 	D	1.24->1.26	colossal	0	0	0	0	1		
307	1.30	2 	D	1.29->1.30	no longer	0	0	1	0	2		
307	1.72	1 	D	1.62->1.72	would	0	0	0	1	1		
307	1.74	1 	D	1.62->1.74	simultaneously	0	1	0	0	1		
308	1.46	1 	D	1.26->1.46	still	0	0	0	0	1		
309	1.20	1 	D	1.18->1.20	could	0	0	0	1	1		
309	1.24	1 	D	1.22->1.24	wanted	0	0	0	0	1		
309	1.33	1 	D	1.32->1.33	not	0	0	1	0	1		
309	1.49	1 	D	1.47->1.49	do	0	0	0	0	1		
309	1.54	1 	D	1.52->1.54	raucously	0	1	0	0	1		
310	1.8	1 	D	1.2->1.8	hotly	0	1	0	0	1		
310	1.17	2 	D	1.13->1.17	fine old	0	0	0	0	2		
310	1.42	1 	D	1.40->1.42	free	0	0	0	0	1		
310	1.56	1 	D	1.55->1.56	impressive	0	0	0	0	1		
310	1.70	1 	D	1.65->1.70	precisely	0	1	0	0	1		
310	1.176	1 	D	1.173->1.176	Why	0	0	0	0	1		
310	1.177	1 	D	1.173->1.177	not	0	0	1	0	1		
310	1.226	1 	D	1.222->1.226	gradually	0	1	0	0	1		
310	1.227	1 	D	1.222->1.227	made	0	0	0	0	1		
310	1.239	1 	D	1.230->1.239	could	0	0	0	1	1		
310	1.240	1 	D	1.230->1.240	n't	0	0	1	0	1		
310	1.265	1 	D	1.263->1.265	never	0	0	0	0	1		
310	1.274	1 	D	1.268->1.274	almost	0	0	0	0	1		
310	1.280	1 	D	1.279->1.280	Could	0	0	0	1	1		
310	1.281	1 	D	1.279->1.281	n't	0	0	1	0	1		
311	1.5	1 	D	1.3->1.5	must	0	0	0	0	1		
311	1.6	1 	D	1.3->1.6	n't	0	0	1	0	1		
312	1.9	1 	D	1.4->1.9	purely	0	1	0	0	1		
312	1.61	1 	D	1.58->1.61	transoceanic	0	0	0	0	1		
312	1.77	1 	D	1.64->1.77	chiefly	0	1	0	0	1		
312	1.112	1 	D	1.110->1.112	threatened	0	0	0	0	1		
313	1.33	2 	D	1.27->1.33	under way	0	0	0	0	2		
313	1.96	1 	D	1.93->1.96	energetically	0	1	0	0	1		
314	1.20	1 	D	1.13->1.20	made	0	0	0	0	1		
314	1.35	1 	D	1.34->1.35	no	0	0	1	0	1		
314	1.36	1 	D	1.34->1.36	further	0	0	0	0	1		
314	1.54	1 	D	1.53->1.54	Not	0	0	1	0	1		
314	1.83	1 	D	1.80->1.83	constantly	0	1	0	0	1		
315	1.80	1 	D	1.50->1.80	again	0	0	0	0	1		
316	1.9	1 	D	1.7->1.9	intense	0	0	0	0	1		
316	1.13	2 	D	1.12->1.13	[C Not] [E even] 	1	0	1	0	4		
316	1.54	1 	D	1.53->1.54	Not	0	0	1	0	1		
316	1.71	1 	D	1.69->1.71	needed	0	0	0	0	1		
316	1.72	1 	D	1.69->1.72	only	0	1	0	0	1		
316	1.92	1 	D	1.82->1.92	would	0	0	0	1	1		
316	1.104	3 	D	1.103->1.104	nothing more than	0	0	1	0	3		
318	1.16	2 	D	1.14->1.16	[E would] [C like] 	1	0	0	0	4		
318	1.38	1 	D	1.30->1.38	will	0	0	0	0	1		
318	1.40	1 	D	1.30->1.40	pleased	0	0	0	0	1		
passge_id	node_id	numChildren	edge_tag	edge_id	edge	composite	simple_adverb	negation	modal_aux	word_count	adjective	discontinuous
814	1.21	2 	D	1.19->1.21	no more	0	0	1	0	2		
814	1.64	2 	D	1.61->1.64	[R at] [C last] 	1	0	0	0	4		
814	1.73	1 	D	1.70->1.73	true	0	0	0	0	1		
814	1.79	1 	D	1.76->1.79	sole	0	0	0	0	1		
815	1.21	1 	D	1.20->1.21	badly	0	1	0	0	1		
815	1.22	1 	D	1.20->1.22	needing	0	0	0	0	1		
815	1.30	2 	D	1.27->1.30	nothing more	0	0	1	0	2		
815	1.39	1 	D	1.32->1.39	again	0	0	0	0	1		
815	1.66	1 	D	1.63->1.66	could	0	0	0	1	1		
815	1.80	1 	D	1.79->1.80	another	0	0	1	0	1		
816	1.27	1 	D	1.23->1.27	may	0	0	0	0	1		
816	1.30	1 	D	1.23->1.30	enough	0	0	1	0	1		
816	1.48	1 	D	1.43->1.48	may	0	0	0	0	1		
816	1.50	1 	D	1.43->1.50	let	0	0	0	0	1		
816	1.64	1 	D	1.62->1.64	'll	0	0	0	0	1		
817	1.9	1 	D	1.3->1.9	would	0	0	0	1	1		
817	1.10	2 	D	1.3->1.10	have to	0	0	0	0	2		
817	1.29	4 	D	1.24->1.29	[E [R by] [C way] [R of] ] [E the] [C Antipodes] [U .] 	1	0	0	0	13		
818	1.10	5 	D	1.2->1.10	[R in] [E an] [E impatient] [C voice] [U .] 	1	0	0	0	10		
819	1.36	1 	D	1.33->1.36	genuinely	0	1	0	0	1		
819	1.49	1 	D	1.46->1.49	born	0	0	0	0	1		
819	1.54	2 	D	1.52->1.54	[R on] [C principle] 	1	0	0	0	4		
819	1.59	1 	D	1.58->1.59	habitually	0	1	0	0	1		
819	1.63	1 	D	1.62->1.63	rarely	0	1	0	0	1		
819	1.73	1 	D	1.72->1.73	very	0	0	0	0	1		
820	1.43	1 	D	1.40->1.43	seasoned	0	0	0	0	1		
820	1.57	1 	D	1.55->1.57	could	0	0	0	1	1		
820	1.59	3 	D	1.55->1.59	[R with] [E acrobatic] [C agility] 	1	0	0	0	6		
820	1.63	3 	D	1.55->1.63	[C up] [N and] [C down] 	1	0	0	0	6		
820	1.100	1 	D	1.95->1.100	came	0	0	0	0	1		
820	1.125	1 	D	1.124->1.125	Well	0	0	0	0	1		
820	1.138	1 	D	1.135->1.138	poorly	0	1	0	0	1		
820	1.145	1 	D	1.140->1.145	practical	0	0	0	0	1		
820	1.155	1 	D	1.152->1.155	could	0	0	0	1	1		
820	1.170	1 	D	1.169->1.170	what	0	0	0	0	1		
821	1.22	2 	D	1.21->1.22	[E Not] [C once] 	1	0	1	0	4		
821	1.68	2 	D	1.67->1.68	no matter	0	0	1	0	2		
821	1.69	1 	D	1.67->1.69	how	0	0	0	0	1		
821	1.84	3 	D	1.74->1.84	[R in] [E perfect] [C contentment] 	1	0	0	0	6		
821	1.113	1 	D	1.111->1.113	n't	0	0	1	0	1		
821	1.117	2 	D	1.111->1.117	in him	0	0	0	0	2		
822	1.36	1 	D	1.34->1.36	Please	0	0	0	0	1		
823	1.6	1 	D	1.3->1.6	one	0	0	0	0	1		
823	1.22	1 	D	1.20->1.22	only	0	1	0	0	1		
823	1.25	4 	D	1.20->1.25	[R in] [E the] [E third] [C person] 	1	0	0	0	8		
823	1.38	1 	D	1.35->1.38	got	0	0	0	0	1		
824	1.13	1 	D	1.12->1.13	feverishly	0	1	0	0	1		
825	1.16	1 	D	1.15->1.16	Ordinarily	0	1	0	0	1		
825	1.22	3 	D	1.21->1.22	[C whether] [N or] [C not] 	1	0	1	0	6		
825	1.54	1 	D	1.52->1.54	could	0	0	0	1	1		
825	1.74	1 	D	1.72->1.74	could	0	0	0	1	1		
825	1.79	3 	D	1.72->1.79	[R as] [C easily] [R as] 	1	0	0	0	6		
825	1.91	1 	D	1.88->1.91	good	0	0	0	0	1		
825	1.92	1 	D	1.88->1.92	reason	0	0	0	0	1		
825	1.106	1 	D	1.100->1.106	most	0	0	0	0	1		
825	1.112	1 	D	1.110->1.112	would	0	0	0	1	1		
826	1.10	3 	D	1.2->1.10	[E a] [E third] [C time] 	1	0	0	0	6		
826	1.42	1 	D	1.40->1.42	Yes	0	0	0	0	1		
826	1.72	1 	D	1.69->1.72	As	0	0	0	0	1		
826	1.79	1 	D	1.68->1.79	serenely	0	1	0	0	1		
826	1.88	1 	D	1.86->1.88	have	0	0	0	0	1		
826	1.89	1 	D	1.86->1.89	n't	0	0	1	0	1		
826	1.106	2 	D	1.104->1.106	[C* Pack] [E can] 	1	0	0	0	4		
826	1.128	1 	D	1.126->1.128	n't	0	0	1	0	1		
826	1.129	1 	D	1.126->1.129	bother	0	0	0	0	1		
826	1.133	1 	D	1.132->1.133	just	0	0	0	0	1		
826	1.156	1 	D	1.145->1.156	ventured	0	0	0	0	1		
826	1.163	1 	D	1.161->1.163	'll	0	0	0	0	1		
826	1.205	1 	D	1.201->1.205	will	0	0	0	0	1		
826	1.236	1 	D	1.234->1.236	'll	0	0	0	0	1		
826	1.250	1 	D	1.248->1.250	'll	0	0	0	0	1		
826	1.275	1 	D	1.272->1.275	n't	0	0	1	0	1		
826	1.289	1 	D	1.287->1.289	Yes	0	0	0	0	1		
826	1.297	1 	D	1.287->1.297	certainly	0	1	0	0	1		
826	1.306	1 	D	1.285->1.306	evasively	0	1	0	0	1		
826	1.343	1 	D	1.337->1.343	really	0	1	0	0	1		
826	1.351	1 	D	1.350->1.351	slightly	0	1	0	0	1		
826	1.352	1 	D	1.350->1.352	less	0	0	0	0	1		
826	1.355	3 	D	1.345->1.355	that 's all	0	0	0	0	3		
826	1.380	1 	D	1.368->1.380	placidly	0	1	0	0	1		
827	1.62	1 	D	1.41->1.62	no	0	0	1	0	1		
827	1.66	1 	D	1.64->1.66	not	0	0	1	0	1		
827	1.83	2 	D	1.82->1.83	[E a] ... [C one] 	1	0	0	0	5		
827	1.91	1 	D	1.88->1.91	n't	0	0	1	0	1		
827	1.104	1 	D	1.100->1.104	can	0	0	0	0	1		
827	1.106	1 	D	1.100->1.106	quite	0	0	0	0	1		
827	1.114	3 	D	1.110->1.114	just the same	0	0	0	0	3		
828	1.27	1 	D	1.24->1.27	over	0	0	0	0	1		
828	1.33	1 	D	1.30->1.33	n't	0	0	1	0	1		
828	1.34	1 	D	1.30->1.34	want	0	0	0	0	1		
828	1.56	1 	D	1.52->1.56	n't	0	0	1	0	1		
828	1.64	1 	D	1.62->1.64	As	0	0	0	0	1		
829	1.23	3 	D	1.19->1.23	in a flash	0	0	0	0	3		
829	1.35	1 	D	1.30->1.35	n't	0	0	1	0	1		
829	1.51	1 	D	1.42->1.51	expertly	0	1	0	0	1		
829	1.51	1 	D	1.49->1.51	expertly	0	1	0	0	1		
830	1.58	1 	D	1.56->1.58	left	0	0	0	0	1		
830	1.93	1 	D	1.92->1.93	sufficient	0	0	0	0	1		
832	1.51	3 	D	1.48->1.51	[R in] [E the] [C presence] 	1	0	0	0	6		
833	1.49	2 	D	1.46->1.49	[R In] [C person] 	1	0	0	0	4		
835	1.8	1 	D	1.2->1.8	perfectly	0	1	0	0	1		
835	1.83	1 	D	1.80->1.83	considerable	0	0	0	0	1		
835	1.87	1 	D	1.86->1.87	still	0	0	0	0	1		
835	1.88	1 	D	1.86->1.88	not	0	0	1	0	1		
836	1.19	1 	D	1.16->1.19	well	0	0	0	0	1		
837	1.8	1 	D	1.4->1.8	quite	0	0	0	0	1		
837	1.23	2 	D	1.20->1.23	all due	0	0	0	0	2		
837	1.33	1 	D	1.32->1.33	as	0	0	0	0	1		
837	1.35	1 	D	1.32->1.35	as	0	0	0	0	1		
838	1.10	1 	D	1.6->1.10	proper	0	0	0	0	1		
839	1.35	1 	D	1.33->1.35	'd	0	0	0	0	1		
839	1.59	1 	D	1.55->1.59	would	0	0	0	1	1		
839	1.62	1 	D	1.55->1.62	without	0	0	0	0	1		
839	1.68	1 	D	1.66->1.68	would	0	0	0	1	1		
839	1.89	1 	D	1.84->1.89	might	0	0	0	1	1		
839	1.90	1 	D	1.84->1.90	well	0	0	0	0	1		
840	1.8	1 	D	1.3->1.8	n't	0	0	1	0	1		
840	1.9	1 	D	1.3->1.9	want	0	0	0	0	1		
840	1.39	1 	D	1.32->1.39	just	0	0	0	0	1		
841	1.19	1 	D	1.17->1.19	Aye	0	0	0	0	1		
842	1.81	3 	D	1.69->1.81	[R with] [E [P increasing] [A* speed] ] [C speed] 	1	0	0	0	9		
842	1.93	1 	D	1.88->1.93	majestically	0	1	0	0	1		
843	1.45	2 	D	1.32->1.45	[R in] [C succession] 	1	0	0	0	4		
843	1.61	1 	D	1.60->1.61	tightly	0	1	0	0	1		
844	1.25	1 	D	1.24->1.25	all	0	0	0	0	1		
844	1.55	2 	D	1.54->1.55	[E three] [C times] 	1	0	0	0	4		
844	1.139	4 	D	1.130->1.139	[E one] [E more] [C time] [U .] 	1	0	0	0	8		
845	1.12	1 	D	1.2->1.12	still	0	0	0	0	1		
845	1.19	1 	D	1.18->1.19	only	0	1	0	0	1		
846	1.52	2 	D	1.44->1.52	[E more] [C swiftly] 	1	0	0	0	4		
846	1.102	3 	D	1.72->1.102	[R at] [E full] [C steam] 	1	0	0	0	6		
passge_id	node_id	numChildren	edge_tag	edge_id	edge	composite	simple_adverb	negation	modal_aux	word_count	adjective	discontinuous
880	1.60	1 	D	1.57->1.60	n't	0	0	1	0	1		
880	1.104	3 	D	1.85->1.104	[C [E [C out] [R of] ] [C faith] ] [U ,] [C [E not] [C reason] ] 	1	0	1	0	15		
880	1.156	3 	D	1.155->1.156	[R on] [E his] [C way] 	1	0	0	0	6		
880	1.181	1 	D	1.177->1.181	would	0	0	0	1	1		
880	1.192	1 	D	1.188->1.192	would	0	0	0	1	1		
880	1.200	1 	D	1.198->1.200	No	0	0	1	0	1		
881	1.20	1 	D	1.15->1.20	could	0	0	0	1	1		
881	1.81	1 	D	1.79->1.81	would	0	0	0	1	1		
881	1.124	1 	D	1.123->1.124	could	0	0	0	1	1		
881	1.125	1 	D	1.123->1.125	n't	0	0	1	0	1		
881	1.146	1 	D	1.138->1.146	n't	0	0	1	0	1		
882	1.9	1 	D	1.3->1.9	only	0	1	0	0	1		
882	1.41	3 	D	1.35->1.41	[R with] [E scrupulous] [C care] 	1	0	0	0	6		
882	1.73	1 	D	1.71->1.73	first	0	0	0	0	1		
882	1.97	1 	D	1.92->1.97	got	0	0	0	0	1		
882	1.98	1 	D	1.92->1.98	proper	0	0	0	0	1		
883	1.7	1 	D	1.2->1.7	n't	0	0	1	0	1		
883	1.35	1 	D	1.31->1.35	would	0	0	0	1	1		
883	1.38	1 	D	1.31->1.38	fivescore	0	0	0	0	1		
883	1.39	1 	D	1.31->1.39	good	0	0	0	0	1		
883	1.62	1 	D	1.59->1.62	lone	0	0	0	0	1		
883	1.75	1 	D	1.72->1.75	utterly	0	1	0	0	1		
884	1.9	1 	D	1.2->1.9	carefully	0	1	0	0	1		
884	1.33	1 	D	1.31->1.33	No	0	0	1	0	1		
884	1.37	1 	D	1.31->1.37	could	0	0	0	1	1		
884	1.40	1 	D	1.31->1.40	better	0	0	0	0	1		
884	1.59	1 	D	1.57->1.59	hand	0	0	0	0	1		
884	1.100	1 	D	1.98->1.100	breech	0	0	0	0	1		
884	1.107	1 	D	1.106->1.107	very	0	0	0	0	1		
